word0,frequency1,word2,frequency3,word4,frequency5,word6,frequency7,word8,frequency9,word10,frequency11,word12,frequency13,word14,frequency15,word16,frequency17,word18,frequency19,word20,frequency21,word22,frequency23,word24,frequency25,word26,frequency27,word28,frequency29,word30,frequency31,word32,frequency33,word34,frequency35,word36,frequency37,word38,frequency39,word40,frequency41,word42,frequency43
null,null,houseware,40,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,oproad,35,null,null,lohiyanagar,466,baghbehind,6,null,null,dwarkanear,20,basemnet,16,punnoppady,29,null,null,null,null
null,null,housai,39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadbarodapin,35,null,null,kirtinagar,465,northbehind,6,null,null,jindnear,20,kannethu,16,thoppilan,29,null,null,null,null
null,null,housae,39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rtoroad,35,null,null,nongrim,464,behrabank,6,null,null,vasnear,20,genetix,16,bilalkoppa,29,null,null,null,null
null,null,hno556,39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,mathuraroad,35,null,null,kishorenagar,461,behindk,6,null,null,dtnear,20,netaipukhuri,16,soppinahalli,29,null,null,null,null
null,null,hno551,39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,kvroad,35,null,null,joravarnagar,460,beharasai,6,null,null,nearsaibabatemple,20,saneti,16,hopper,28,null,null,null,null
null,null,hno524,39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,cityroad,35,null,null,krishnarajanagara,459,behrami,6,null,null,jalpaigurinear,20,gardenextn,15,opptown,28,null,null,null,null
null,null,hno455,39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road********************,35,null,null,sathyanagar,458,kurlardbehind,6,null,null,fnear,20,poneth,15,shoppg,28,null,null,null,null
null,null,hnowz,39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdoi,35,null,null,purnanagar,458,131behind,6,null,null,guwahatinear,20,suneeti,15,hunsekoppa,28,null,null,null,null
null,null,hno590,39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,mira_road_,34,null,null,hanagal,456,behsha,6,null,null,haoranear,20,netralayam,15,gardenopp,28,null,null,null,null
null,null,hno638,39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,patelroad,34,null,null,mynagapally,456,beharpura,6,null,null,neazipur,20,vineetkhand,15,oppmadhav,28,null,null,null,null
null,null,hno518,39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdno10,34,null,null,annamalainagar,456,behedki,6,null,null,neapeansea,20,rajneet,15,gateopp,28,null,null,null,null
null,null,hno560,39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadnalgonda,34,null,null,medininagar,456,villbehlolpur,6,null,null,neargajanan,20,margnext,15,koppagate,28,null,null,null,null
null,null,hno508,39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,shilroad,34,null,null,shivnagari,454,behabalpur,6,null,null,140near,20,1netaji,15,oppnavjivan,28,null,null,null,null
null,null,hno593,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadraipur,34,null,null,natungram,453,behdaj,6,null,null,52near,20,karikkineth,15,adopp,28,null,null,null,null
null,null,hno558,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ndaroad,34,null,null,nagar1,452,behrmpur,6,null,null,panchkulanear,20,netz,15,govankoppa,28,null,null,null,null
null,null,hno650,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,vasnaroad,34,null,null,nagalassery,451,bejbehara,6,null,null,nearindian,20,guneet,15,vadakkethoppil,28,null,null,null,null
null,null,hno629,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadmu,34,null,null,visalakshinagar,448,beharai,6,null,null,veedunear,20,cablenet,15,shoppix,28,null,null,null,null
null,null,hno514,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,sinhgadroad,34,null,null,snagar,448,utterbehni,6,null,null,keralanear,20,pathinettan,15,pooppady,28,null,null,null,null
null,null,house#8,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,bankroad,34,null,null,ananthnagar,447,vpobehbalpur,6,null,null,road0236near,20,benetara,15,oppvitthal,28,null,null,null,null
null,null,hno445,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,tpkroad,34,null,null,karannagar,445,behaita,6,null,null,bknear,20,vineethalayam,15,thattithoppu,28,null,null,null,null
null,null,hnopark,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,iocroad,34,null,null,mgrnagar,443,balbehrateh,6,null,null,rajnandgaonnear,20,intranet,15,oppmanav,28,null,null,null,null
null,null,hno606,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,malroad,34,null,null,angrej,443,behstan,6,null,null,bharatpurnear,20,electromagnetics,15,oppsote,28,null,null,null,null
null,null,hno602,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadside,34,null,null,nandanagar,442,130behind,6,null,null,quthbullapurnear,20,remedinet,15,rajathoppu,28,null,null,null,null
null,null,hno635,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,palaniroad,34,null,null,vaninagar,442,behant,6,null,null,mysorenear,20,marinette,15,adigoppala,28,null,null,null,null
null,null,hno578,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road<,34,null,null,vivekanandnagar,441,beharadwal,6,null,null,ranear,20,cenetral,15,shuntikoppa,28,null,null,null,null
null,null,hno710,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,vellaroad,34,null,null,jaswantnagar,441,behrakhedi,6,null,null,'near,20,nethila,15,kallukoppa,28,null,null,null,null
null,null,hno617,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ynroad,33,null,null,nagar2nd,440,nagarbehin,6,null,null,mahabubnagarnear,20,nethrapalli,15,santhaithoppu,28,null,null,null,null
null,null,hno511,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadrailway,33,null,null,vinobanagara,438,tripunithurabehind,6,null,null,barauninear,20,commnet,15,kannekoppa,28,null,null,null,null
null,null,hno463,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadvasai,33,null,null,indiranaga,437,beherabhuin,6,null,null,andnear,20,banethiya,15,niwasopp,27,null,null,null,null
null,null,hno480,37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadkurla,33,null,null,kangr,437,mawbeh,6,null,null,chandankiyarinear,20,eminet,15,flooropposite,27,null,null,null,null
null,null,hno481,37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadra,33,null,null,chilkanagar,436,rambahgbehind,6,null,null,no0near,20,netapur,15,oppststand,27,null,null,null,null
null,null,houseno2,37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadhowrah,33,null,null,baishnabnagar,429,behindrailway,6,null,null,shopnear,19,appartmenet,15,hunasekoppa,27,null,null,null,null
null,null,hno526,37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadnagercoil,33,null,null,pudunagar,428,beharin,6,null,null,badnear,19,garnett,15,officeopp,27,null,null,null,null
null,null,hno631,37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,canttroad,33,null,null,nagarn,427,behgaon,6,null,null,nearpanchayat,19,soneth,15,bopparajupalli,27,null,null,null,null
null,null,hno636,37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road7th,33,null,null,ulkanagari,425,behlaba,6,null,null,nearganpati,19,nettimedu,15,stageopp,27,null,null,null,null
null,null,hno713,37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road8th,33,null,null,bhoinagar,425,behind49,6,null,null,krupanear,19,naneth,15,oppkohinoor,27,null,null,null,null
null,null,hno573,37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadraj,33,null,null,nagae,423,peddawaltairbehind,6,null,null,anantapurnear,19,nettery,15,thennathoppu,27,null,null,null,null
null,null,hno569,37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,swroad,33,null,null,fazilnagar,423,behair,6,null,null,#near,19,vneet,15,oppambika,27,null,null,null,null
null,null,hno442,37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadgandhinagar,33,null,null,bajajnagar,423,behtar,6,null,null,padanear,19,veneet,15,thoppoor,27,null,null,null,null
null,null,house******************************,37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadkolhapur,33,null,null,sanjayanagar,422,pobeh,6,null,null,87near,19,netaje,15,stopper,27,null,null,null,null
null,null,house***********************,37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roaddahod,33,null,null,shardanagar,422,behinddatta,5,null,null,laneandheri,19,neture,15,dasakoppa,27,null,null,null,null
null,null,house#1,37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road0209jaipur,33,null,null,auranagabad,421,plazabehind,5,null,null,upnear,19,netradeep,14,valiyathoppu,27,null,null,null,null
null,null,hno557,36,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nssroad,33,null,null,rangra,419,26behind,5,null,null,ulsoornear,19,cantonmnet,14,somanakoppa,27,null,null,null,null
null,null,hno568,36,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadsa,33,null,null,nagarr,418,behrota,5,null,null,166near,19,nexttokalpdesire,14,koppakkarai,27,null,null,null,null
null,null,housesouth,36,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadmehsana,33,null,null,rangran,418,behjind,5,null,null,soneapt,19,newnet,14,vazhaithoppu,27,null,null,null,null
null,null,hno485,36,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,mhroad,33,null,null,basmathnagar,417,behaman,5,null,null,68near,19,kooneth,14,koppanurpudur,27,null,null,null,null
null,null,hno479,36,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roaddelhiindia,33,null,null,ghoradongri,416,wastibehind,5,null,null,nearshani,19,mesnet,14,pooppuram,27,null,null,null,null
null,null,hno561,36,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadno10,33,null,null,izatnagar,414,18behind,5,null,null,nearradha,19,netanagar,14,oppsi,27,null,null,null,null
null,null,houswe,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,miraraod,33,null,null,naimnagar,414,tankbehind,5,null,null,nearcanara,19,bineet,14,stopping,26,null,null,null,null
null,null,hno701,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road0238near,33,null,null,indiranagara,414,gosthabehari,5,null,null,godavarinear,19,kunnethu,14,oppshani,26,null,null,null,null
null,null,house#3,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,gondalroad,33,null,null,manaknagar,414,behindsri,5,null,null,darjeelingnear,19,mnext,14,oppstreet,26,null,null,null,null
null,null,hno547,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,streetroadlane,33,null,null,srinagara,414,hsgsocbehind,5,null,null,ferozepurnear,19,nethodi,14,flropp,26,null,null,null,null
null,null,hno615,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road*******************,33,null,null,kisannagar,413,beharamji,5,null,null,medaknear,19,netajipuram,14,oppcinemax,26,null,null,null,null
null,null,hno586,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road10,32,null,null,abhaynagar,412,19behind,5,null,null,sanganernear,19,nettavelampatty,14,oppthakur,26,null,null,null,null
null,null,hno562,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadbengaluru,32,null,null,nagau,411,null,null,null,null,nearsalem,19,parneet,14,gerusoppa,26,null,null,null,null
null,null,hno594,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadkota,32,null,null,angra,411,null,null,null,null,105near,19,nettani,14,oppg,26,null,null,null,null
null,null,hno#2,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,mira_road,32,null,null,shangrilla,411,null,null,null,null,cineama,19,netorli,14,hoppers,26,null,null,null,null
null,null,hno786,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ggroad,32,null,null,mullainagar,411,null,null,null,null,road0234near,19,tenamanet,14,ankalakoppa,26,null,null,null,null
null,null,hno640,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,madurairoad,32,null,null,noornagar,411,null,null,null,null,dhenkanalnear,19,shipnet,14,koppigunta,26,null,null,null,null
null,null,hno1015,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,offsvroad,32,null,null,padmaraonagar,410,null,null,null,null,nearf,19,neethirajan,14,oppramji,26,null,null,null,null
null,null,hno473,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,waghodiaroad,32,null,null,gouranganagar,410,null,null,null,null,birpurnear,19,melnethapakkam,14,opprtc,26,null,null,null,null
null,null,hno607,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,dehuraod,32,null,null,kanagasabai,408,null,null,null,null,charminarnear,18,netharavathi,14,oppdav,26,null,null,null,null
null,null,hno513,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,cthroad,32,null,null,ramnagari,406,null,null,null,null,rnea,18,nineteen,14,oppgurukul,26,null,null,null,null
null,null,hno555,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road#3,32,null,null,bahanaga,406,null,null,null,null,108near,18,nettikkulam,14,oppguru,26,null,null,null,null
null,null,hno598,35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,shivajiroad,32,null,null,nagarb,404,null,null,null,null,near5,18,resourcenet,14,thotadakoppa,26,null,null,null,null
